                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                 1.1287,                0.75408,                 1.2071,                0.67812,                0.60065,                0.63076,                0.34856,                 1.5302,                 1.0079,                 1.5343,              0.0024018,              0.0024018,              0.0024018
                    309,                 1.1314,                0.75484,                 1.2021,                0.68619,                0.58985,                 0.6281,                0.34704,                 1.5334,                 1.0131,                 1.5411,               0.002377,               0.002377,               0.002377
                    310,                 1.1282,                0.75346,                 1.2055,                0.66731,                0.59882,                0.62657,                 0.3466,                 1.5289,                 1.0132,                 1.5379,              0.0023523,              0.0023523,              0.0023523
                    311,                  1.132,                0.75648,                 1.2056,                0.68427,                0.60661,                0.63277,                0.34977,                 1.5305,                 1.0168,                 1.5397,              0.0023275,              0.0023275,              0.0023275
                    312,                  1.121,                0.75289,                 1.1981,                 0.6817,                0.60283,                0.63113,                0.35046,                 1.5253,                 1.0115,                 1.5306,              0.0023028,              0.0023028,              0.0023028
                    313,                 1.1295,                0.74538,                 1.1992,                0.69198,                0.60075,                0.63186,                0.34898,                 1.5269,                 1.0085,                 1.5306,               0.002278,               0.002278,               0.002278
                    314,                 1.1315,                0.75074,                  1.201,                0.68289,                0.60904,                 0.6364,                0.35076,                 1.5271,                 1.0035,                 1.5344,              0.0022533,              0.0022533,              0.0022533
                    315,                 1.1359,                0.75444,                 1.2061,                0.69295,                0.59692,                0.62992,                0.34742,                 1.5317,                 1.0153,                 1.5402,              0.0022285,              0.0022285,              0.0022285
                    316,                  1.131,                0.74905,                 1.1997,                 0.6696,                0.61898,                0.63013,                0.34832,                 1.5293,                 1.0128,                 1.5351,              0.0022038,              0.0022038,              0.0022038
                    317,                 1.1272,                0.74538,                 1.2031,                0.68082,                0.60627,                0.62926,                0.34957,                 1.5301,                 1.0067,                 1.5404,               0.002179,               0.002179,               0.002179
                    318,                 1.1364,                0.74776,                 1.2017,                0.68033,                0.61045,                0.63133,                0.34961,                 1.5309,                 1.0053,                  1.539,              0.0021543,              0.0021543,              0.0021543
                    319,                 1.1337,                0.75425,                 1.2075,                0.69997,                0.59283,                0.63285,                0.35078,                 1.5258,                 1.0043,                 1.5301,              0.0021295,              0.0021295,              0.0021295
                    320,                 1.1321,                0.75381,                 1.2075,                0.68264,                0.60374,                0.63371,                0.34989,                 1.5324,                 1.0057,                 1.5424,              0.0021048,              0.0021048,              0.0021048
                    321,                 1.1166,                0.73822,                 1.1891,                0.67598,                 0.6104,                0.63064,                0.35109,                 1.5304,                 1.0057,                 1.5416,                0.00208,                0.00208,                0.00208
                    322,                 1.1287,                0.75125,                 1.2081,                0.66058,                0.61591,                0.62757,                0.34719,                 1.5324,                 1.0094,                 1.5433,              0.0020553,              0.0020553,              0.0020553
                    323,                 1.1294,                0.74905,                 1.2025,                 0.6558,                0.61776,                0.63019,                0.34887,                 1.5331,                  1.005,                 1.5449,              0.0020305,              0.0020305,              0.0020305
                    324,                 1.1229,                0.74045,                 1.1943,                0.68202,                0.60402,                0.63165,                0.34842,                  1.528,                  1.003,                 1.5364,              0.0020058,              0.0020058,              0.0020058
                    325,                 1.1099,                0.73256,                 1.1905,                0.68741,                0.61109,                0.63389,                0.34803,                 1.5269,                 1.0035,                 1.5366,               0.001981,               0.001981,               0.001981
                    326,                 1.1204,                0.74166,                 1.1974,                0.68356,                0.60106,                0.63042,                0.34644,                 1.5321,                 1.0081,                 1.5393,              0.0019563,              0.0019563,              0.0019563
                    327,                   1.12,                0.73905,                 1.1973,                0.67267,                0.61163,                0.63053,                0.34868,                 1.5379,                 1.0066,                 1.5476,              0.0019315,              0.0019315,              0.0019315
                    328,                 1.1134,                0.73898,                 1.1989,                0.67222,                0.60346,                0.62498,                0.34547,                 1.5427,                 1.0111,                 1.5537,              0.0019068,              0.0019068,              0.0019068
                    329,                 1.1186,                0.73564,                 1.1897,                0.65915,                0.61681,                0.62673,                0.34763,                 1.5373,                  1.008,                 1.5486,               0.001882,               0.001882,               0.001882
                    330,                  1.114,                0.73732,                 1.1933,                0.68485,                0.59961,                0.62503,                0.34853,                 1.5282,                 1.0071,                 1.5421,              0.0018572,              0.0018572,              0.0018572
                    331,                 1.1188,                0.74139,                 1.2021,                 0.6622,                0.60687,                0.62539,                0.34863,                 1.5254,                 1.0048,                 1.5382,              0.0018325,              0.0018325,              0.0018325
                    332,                 1.1149,                 0.7373,                 1.1923,                0.68355,                0.59908,                0.62712,                0.34868,                 1.5307,                 1.0026,                  1.541,              0.0018077,              0.0018077,              0.0018077
                    333,                 1.1068,                 0.7297,                 1.1921,                0.67178,                0.60297,                0.62456,                0.34757,                 1.5424,                  1.005,                 1.5546,               0.001783,               0.001783,               0.001783
                    334,                  1.121,                0.73774,                 1.1967,                0.66334,                 0.6056,                0.62368,                0.34485,                 1.5429,                 1.0112,                 1.5519,              0.0017582,              0.0017582,              0.0017582
                    335,                 1.1107,                0.73129,                 1.1925,                0.68208,                  0.601,                0.63005,                0.34829,                 1.5368,                 1.0038,                 1.5471,              0.0017335,              0.0017335,              0.0017335
                    336,                  1.111,                0.73282,                 1.1916,                 0.6596,                0.61226,                0.62429,                0.34415,                 1.5408,                 1.0057,                 1.5515,              0.0017087,              0.0017087,              0.0017087
                    337,                 1.1121,                0.72896,                 1.1918,                0.67372,                0.61025,                0.62651,                0.34307,                 1.5447,                 1.0072,                 1.5519,               0.001684,               0.001684,               0.001684
                    338,                 1.1173,                0.73638,                 1.1946,                0.67239,                0.60567,                0.62864,                0.34496,                 1.5374,                 1.0039,                 1.5442,              0.0016592,              0.0016592,              0.0016592
                    339,                 1.1079,                0.72858,                 1.1864,                0.66764,                0.61028,                0.62949,                0.34567,                 1.5384,                 1.0089,                  1.547,              0.0016345,              0.0016345,              0.0016345
                    340,                 1.1144,                0.73948,                 1.1998,                0.65476,                0.62236,                0.62987,                0.34656,                 1.5399,                 1.0101,                 1.5526,              0.0016097,              0.0016097,              0.0016097
                    341,                 1.1047,                 0.7263,                 1.1818,                 0.6635,                0.61321,                0.62712,                0.34753,                 1.5329,                 1.0053,                 1.5451,               0.001585,               0.001585,               0.001585
                    342,                 1.1085,                0.72741,                 1.1857,                0.68329,                0.60522,                0.63172,                0.34827,                 1.5385,                 1.0036,                 1.5498,              0.0015602,              0.0015602,              0.0015602
                    343,                 1.1069,                 0.7275,                 1.1854,                0.68813,                 0.5946,                0.62941,                  0.349,                 1.5424,                 1.0048,                 1.5525,              0.0015355,              0.0015355,              0.0015355
                    344,                 1.1087,                0.72679,                 1.1894,                0.66984,                0.61154,                0.62953,                0.34815,                 1.5427,                 1.0046,                  1.554,              0.0015107,              0.0015107,              0.0015107
                    345,                 1.1052,                0.73037,                 1.1893,                0.68402,                0.59915,                0.62909,                 0.3469,                 1.5432,                 1.0049,                 1.5542,               0.001486,               0.001486,               0.001486
                    346,                   1.11,                0.72865,                 1.1925,                0.67228,                0.59582,                0.62597,                0.34539,                 1.5402,                 1.0086,                 1.5506,              0.0014612,              0.0014612,              0.0014612
                    347,                 1.1041,                0.72597,                  1.189,                0.68352,                 0.5987,                0.62904,                0.34791,                 1.5363,                 1.0028,                 1.5469,              0.0014365,              0.0014365,              0.0014365
                    348,                 1.0966,                0.72347,                 1.1881,                0.69055,                0.59182,                0.62671,                0.34621,                 1.5403,                 1.0046,                 1.5532,              0.0014117,              0.0014117,              0.0014117
                    349,                 1.1006,                0.71896,                 1.1837,                0.68372,                0.59324,                0.62414,                  0.346,                 1.5418,                 1.0084,                 1.5529,               0.001387,               0.001387,               0.001387
                    350,                 1.0926,                0.71293,                 1.1791,                0.68357,                0.60036,                0.62725,                0.34688,                 1.5398,                 1.0037,                 1.5517,              0.0013622,              0.0013622,              0.0013622
                    351,                 1.0989,                0.72154,                 1.1827,                0.68937,                0.60254,                0.62922,                0.34795,                 1.5356,                  1.002,                 1.5502,              0.0013375,              0.0013375,              0.0013375
                    352,                 1.0988,                0.71571,                 1.1781,                 0.6812,                0.60602,                0.63082,                0.34795,                   1.54,                 1.0029,                 1.5526,              0.0013128,              0.0013128,              0.0013128
                    353,                 1.0933,                0.71749,                 1.1779,                0.67921,                0.61404,                0.62981,                0.34731,                 1.5454,                 1.0042,                 1.5604,               0.001288,               0.001288,               0.001288
                    354,                 1.0998,                 0.7223,                 1.1829,                0.68271,                0.60701,                0.62815,                0.34678,                  1.544,                 1.0022,                 1.5556,              0.0012633,              0.0012633,              0.0012633
                    355,                  1.092,                0.71021,                 1.1742,                0.67671,                0.61014,                0.62758,                0.34654,                  1.543,                0.99792,                  1.555,              0.0012385,              0.0012385,              0.0012385
                    356,                 1.0944,                 0.7197,                 1.1833,                0.67665,                0.60042,                0.62451,                0.34487,                 1.5445,                  1.003,                 1.5601,              0.0012138,              0.0012138,              0.0012138
                    357,                 1.0802,                0.70945,                 1.1751,                0.68022,                0.59559,                0.62602,                0.34663,                   1.54,                 1.0014,                 1.5538,               0.001189,               0.001189,               0.001189
                    358,                 1.0927,                0.71312,                 1.1798,                0.65479,                0.61415,                0.62568,                0.34783,                 1.5407,                 1.0003,                 1.5563,              0.0011643,              0.0011643,              0.0011643
                    359,                 1.0908,                0.71312,                 1.1796,                0.67531,                0.59938,                0.62655,                0.34775,                 1.5431,                      1,                 1.5567,              0.0011395,              0.0011395,              0.0011395
                    360,                 1.0957,                0.71356,                 1.1829,                0.66819,                0.60712,                0.63063,                0.34798,                 1.5432,                  1.003,                 1.5571,              0.0011148,              0.0011148,              0.0011148
                    361,                 1.0925,                0.70571,                 1.1715,                0.68744,                0.59359,                0.63011,                0.34679,                 1.5476,                 1.0035,                 1.5592,                0.00109,                0.00109,                0.00109
                    362,                 1.0923,                0.72031,                 1.1824,                0.68498,                0.60408,                0.63122,                0.34587,                  1.543,                0.99969,                 1.5544,              0.0010653,              0.0010653,              0.0010653
                    363,                 1.0918,                0.71776,                 1.1855,                0.68625,                0.59997,                0.63145,                0.34799,                 1.5434,                 0.9985,                 1.5549,              0.0010405,              0.0010405,              0.0010405
                    364,                 1.0885,                0.71179,                 1.1738,                0.67503,                0.60212,                0.63128,                0.34822,                 1.5447,                 0.9998,                  1.558,              0.0010158,              0.0010158,              0.0010158
                    365,                 1.0914,                0.71339,                 1.1817,                0.66666,                0.61817,                0.63205,                0.34982,                 1.5422,                 0.9955,                 1.5576,               0.000991,               0.000991,               0.000991
                    366,                 1.0896,                0.70813,                 1.1705,                0.67732,                0.61712,                0.63341,                0.35157,                 1.5424,                0.99425,                 1.5566,             0.00096625,             0.00096625,             0.00096625
                    367,                 1.0864,                0.71327,                 1.1758,                0.68288,                0.60753,                0.63246,                0.35142,                 1.5399,                0.99498,                 1.5545,              0.0009415,              0.0009415,              0.0009415
                    368,                 1.0901,                0.71492,                 1.1781,                0.67785,                0.60574,                0.63069,                0.34809,                 1.5408,                 1.0004,                 1.5555,             0.00091675,             0.00091675,             0.00091675
                    369,                 1.0909,                0.70774,                 1.1725,                0.66401,                0.61299,                0.62624,                0.34521,                 1.5464,                  1.003,                 1.5622,               0.000892,               0.000892,               0.000892
                    370,                 1.0885,                0.71347,                  1.175,                0.66558,                  0.622,                0.63027,                0.34659,                 1.5428,                0.99994,                  1.559,             0.00086725,             0.00086725,             0.00086725
                    371,                 1.0857,                0.70724,                 1.1741,                0.65646,                 0.6301,                0.63164,                0.34718,                 1.5458,                0.99929,                 1.5617,              0.0008425,              0.0008425,              0.0008425
                    372,                 1.0856,                 0.7062,                 1.1746,                0.65226,                0.62523,                0.63382,                0.34711,                 1.5457,                 1.0029,                 1.5612,             0.00081775,             0.00081775,             0.00081775
                    373,                 1.0829,                 0.7077,                 1.1786,                0.66068,                0.62123,                0.63274,                 0.3455,                 1.5448,                 1.0021,                 1.5586,               0.000793,               0.000793,               0.000793
                    374,                 1.0886,                0.71046,                 1.1783,                0.66021,                0.62292,                0.62937,                0.34488,                 1.5447,                 1.0005,                 1.5584,             0.00076825,             0.00076825,             0.00076825
                    375,                 1.0797,                 0.7039,                 1.1744,                0.67683,                0.61124,                0.62964,                0.34575,                 1.5467,                 1.0007,                 1.5629,              0.0007435,              0.0007435,              0.0007435
                    376,                 1.0801,                0.70493,                 1.1686,                0.66711,                0.62163,                0.63165,                0.34547,                 1.5462,                  1.001,                 1.5626,             0.00071875,             0.00071875,             0.00071875
                    377,                 1.0798,                0.69834,                 1.1683,                 0.6811,                0.60772,                0.62914,                0.34577,                 1.5442,                 0.9992,                 1.5605,               0.000694,               0.000694,               0.000694
                    378,                 1.0907,                0.71191,                 1.1808,                0.66417,                0.62158,                0.62909,                0.34655,                 1.5451,                0.99919,                 1.5621,             0.00066925,             0.00066925,             0.00066925
                    379,                 1.0762,                0.69901,                 1.1636,                0.66751,                 0.6179,                0.62858,                0.34685,                  1.547,                 1.0023,                 1.5624,              0.0006445,              0.0006445,              0.0006445
                    380,                  1.086,                0.70969,                 1.1785,                0.67524,                0.61625,                0.62887,                0.34574,                 1.5487,                  1.003,                 1.5639,             0.00061975,             0.00061975,             0.00061975
                    381,                 1.0867,                0.70587,                 1.1697,                0.68198,                0.61087,                0.62991,                0.34654,                 1.5494,                0.99885,                 1.5648,               0.000595,               0.000595,               0.000595
                    382,                 1.0796,                0.70748,                 1.1748,                0.67327,                0.61168,                0.62781,                0.34637,                 1.5469,                 1.0003,                  1.564,             0.00057025,             0.00057025,             0.00057025
                    383,                 1.0806,                0.70178,                 1.1745,                0.67772,                0.61055,                0.63002,                0.34654,                 1.5478,                 1.0045,                 1.5652,              0.0005455,              0.0005455,              0.0005455
                    384,                 1.0799,                0.69994,                 1.1642,                0.66983,                0.61401,                0.63095,                 0.3466,                  1.546,                 1.0029,                 1.5635,             0.00052075,             0.00052075,             0.00052075
                    385,                 1.0748,                0.69695,                 1.1635,                0.67544,                0.61955,                0.63282,                0.34722,                 1.5429,                 0.9992,                   1.56,               0.000496,               0.000496,               0.000496
                    386,                  1.086,                0.70742,                 1.1756,                0.67113,                0.61418,                0.63112,                0.34638,                 1.5438,                 1.0024,                 1.5605,             0.00047125,             0.00047125,             0.00047125
                    387,                 1.0831,                0.70091,                  1.172,                0.67523,                0.61142,                0.63138,                0.34631,                 1.5484,                 1.0022,                 1.5654,              0.0004465,              0.0004465,              0.0004465
                    388,                 1.0731,                0.69863,                 1.1665,                0.67417,                0.61441,                0.63034,                0.34581,                 1.5482,                 1.0038,                 1.5645,             0.00042175,             0.00042175,             0.00042175
                    389,                 1.0654,                0.69198,                 1.1575,                 0.6801,                0.60132,                0.62913,                0.34504,                 1.5473,                 1.0036,                  1.564,               0.000397,               0.000397,               0.000397
                    390,                 1.0741,                0.69806,                 1.1679,                0.68681,                0.60197,                 0.6304,                0.34467,                 1.5472,                 1.0057,                 1.5641,             0.00037225,             0.00037225,             0.00037225
                    391,                 1.0774,                0.69916,                 1.1702,                0.66751,                0.61455,                0.62932,                0.34449,                 1.5462,                 1.0051,                 1.5639,              0.0003475,              0.0003475,              0.0003475
                    392,                   1.07,                0.68754,                 1.1559,                0.66888,                0.62458,                0.63021,                0.34593,                 1.5468,                 1.0033,                 1.5649,             0.00032275,             0.00032275,             0.00032275
                    393,                 1.0719,                0.69526,                  1.166,                0.67133,                0.61797,                0.62978,                 0.3473,                 1.5474,                 1.0038,                 1.5652,               0.000298,               0.000298,               0.000298
                    394,                 1.0726,                0.69278,                 1.1638,                0.66602,                0.61722,                0.62793,                0.34697,                  1.545,                 1.0041,                 1.5636,             0.00027325,             0.00027325,             0.00027325
                    395,                 1.0743,                0.70234,                  1.174,                0.66697,                  0.615,                0.62741,                0.34737,                 1.5437,                 1.0021,                 1.5613,              0.0002485,              0.0002485,              0.0002485
                    396,                  1.075,                0.69827,                 1.1726,                0.66863,                0.61934,                0.62919,                0.34772,                 1.5446,                 1.0011,                 1.5612,             0.00022375,             0.00022375,             0.00022375
                    397,                  1.075,                 0.6921,                  1.164,                0.65994,                0.62602,                0.63017,                0.34721,                 1.5456,                 1.0022,                 1.5619,               0.000199,               0.000199,               0.000199
                    398,                  1.065,                0.69195,                 1.1592,                0.66599,                0.61059,                0.62685,                0.34702,                 1.5456,                 1.0015,                 1.5627,             0.00017425,             0.00017425,             0.00017425
                    399,                 1.0757,                0.69379,                  1.164,                0.66689,                0.61335,                0.62711,                0.34716,                 1.5457,                 1.0011,                 1.5637,              0.0001495,              0.0001495,              0.0001495
                    400,                 1.0752,                0.69596,                 1.1698,                0.66869,                0.61184,                0.62785,                0.34624,                 1.5471,                 1.0027,                 1.5658,             0.00012475,             0.00012475,             0.00012475
