                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8624,                 3.0438,                  3.953,                0.00323,                0.26927,                0.01096,                0.00353,                 3.7456,                 3.3201,                 3.7569,               0.070469,              0.0032813,              0.0032813
                      2,                 3.4248,                 2.5702,                 3.4448,                0.01856,                0.25226,                0.01634,                0.00584,                 3.5124,                 3.1465,                 3.6591,               0.040436,              0.0065818,              0.0065818
